,CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,ESTATUS DE OPERACION,LONGITUD,LATITUD
32511,TCSMP000191,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
32512,TCSMP000203,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
32513,TCSMP000215,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
32514,TCSMP000220,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
32516,TCSMP000244,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
32518,TCSMP000261,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
32519,TCSMP000273,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32523,TCSMP000314,TABASCO,SMP,EN OPERACION,,
32526,TCSMP000341,TABASCO,SMP,EN OPERACION,,
32527,TCSMP000350,TABASCO,SMP,EN OPERACION,-92.9378599,17.9923631
32528,TCSMP000365,TABASCO,SMP,EN OPERACION,-93.452217,18.230743
32529,TCSMP000374,TABASCO,SMP,EN OPERACION,-93.222253,18.265467
32530,TCSMP000383,TABASCO,SMP,EN OPERACION,-93.225147,18.26687
32531,TCSMP000392,TABASCO,SMP,EN OPERACION,-93.223318,18.261528
32532,TCSMP000401,TABASCO,SMP,EN OPERACION,-93.223441,18.269777
32533,TCSMP000410,TABASCO,SMP,EN OPERACION,-93.223102,18.276674
32534,TCSMP000425,TABASCO,SMP,EN OPERACION,-93.22337,18.269662
32535,TCSMP000434,TABASCO,SMP,EN OPERACION,-93.222541,18.258984
32536,TCSMP000443,TABASCO,SMP,EN OPERACION,-91.53347,17.7992
32537,TCSMP000452,TABASCO,SMP,EN OPERACION,-93.22108,18.25838
32538,TCSMP000461,TABASCO,SMP,EN OPERACION,-93.22065,18.26703
32539,TCSMP000470,TABASCO,SMP,EN OPERACION,-93.22304,18.26727
32541,TCSMP000494,TABASCO,SMP,EN OPERACION,-93.39462,17.82991
32542,TCSMP000503,TABASCO,SMP,EN OPERACION,-93.39427,17.83905
32543,TCSMP000512,TABASCO,SMP,EN OPERACION,-91.76541,17.73846
32544,TCSMP000521,TABASCO,SMP,EN OPERACION,-91.77268,17.74087
32545,TCSMP000530,TABASCO,SMP,EN OPERACION,-93.3909,17.83384
32721,TCSMP002291,TABASCO,SMP,EN OPERACION,-91.426183,17.477931
32722,TCSMP002303,TABASCO,SMP,EN OPERACION,-93.21349,18.395017
32723,TCSMP002315,TABASCO,SMP,EN OPERACION,-92.936168,17.994286
32770,TCSSA000014,TABASCO,SSA,EN OPERACION,-91.53323247,17.8119861
32799,TCSSA000306,TABASCO,SSA,EN OPERACION,-93.38278629,17.99054235
32873,TCSSA001040,TABASCO,SSA,EN OPERACION,-92.95287246,17.97715132
32874,TCSSA001052,TABASCO,SSA,EN OPERACION,-92.9236632,18.01283988
32875,TCSSA001064,TABASCO,SSA,EN OPERACION,-92.9862357,17.9788909
32876,TCSSA001076,TABASCO,SSA,EN OPERACION,-92.95339,17.976466
32877,TCSSA001081,TABASCO,SSA,EN OPERACION,-92.920879,18.01417066
32969,TCSSA002003,TABASCO,SSA,EN OPERACION,-93.17283015,18.06870061
33004,TCSSA002353,TABASCO,SSA,EN OPERACION,-91.78266758,17.74115059
33011,TCSSA002423,TABASCO,SSA,EN OPERACION,-93.395878,17.826731
33066,TCSSA002971,TABASCO,SSA,EN OPERACION,-92.81300512,17.72322882
33082,TCSSA003135,TABASCO,SSA,EN OPERACION,-93.05910316,18.17984964
33120,TCSSA003514,TABASCO,SSA,EN OPERACION,-92.59099188,17.75965473
33161,TCSSA003922,TABASCO,SSA,EN OPERACION,-92.52981419,17.84452921
33165,TCSSA003963,TABASCO,SSA,EN OPERACION,-93.01665721,18.16625129
33198,TCSSA004296,TABASCO,SSA,EN OPERACION,-93.21264085,18.38772407
33199,TCSSA004301,TABASCO,SSA,EN OPERACION,-92.83054763,17.59321628
33225,TCSSA004564,TABASCO,SSA,EN OPERACION,-92.95031311,17.55910827
33240,TCSSA004716,TABASCO,SSA,EN OPERACION,-91.41156424,17.46936064
33440,TCSSA016756,TABASCO,SSA,EN OPERACION,-94.03992886,18.088902
33507,TCSSA017420,TABASCO,SSA,EN OPERACION,-93.227973,18.263996
33508,TCSSA017432,TABASCO,SSA,EN OPERACION,-92.12866182,18.10121124
33543,TCSSA017782,TABASCO,SSA,EN OPERACION,-92.64445771,18.54208614
33554,TLIMS000030,TLAXCALA,IMSS,EN OPERACION,-98.1495,19.41
33564,TLIMS000136,TLAXCALA,IMSS,EN OPERACION,-98.247199,19.29859269
33570,TLIMS000194,TLAXCALA,IMSS,EN OPERACION,-98.22831262,19.32528764
33575,TLIST000042,TLAXCALA,ISSSTE,EN OPERACION,-98.23665169,19.31070797
33582,TLSMP000013,TLAXCALA,SMP,EN OPERACION,-98.2184233,19.3275218
33583,TLSMP000025,TLAXCALA,SMP,EN OPERACION,-98.2386,19.3167
33584,TLSMP000030,TLAXCALA,SMP,EN OPERACION,-98.2386,19.3167
33585,TLSMP000042,TLAXCALA,SMP,EN OPERACION,-98.1925,19.3139
33586,TLSMP000054,TLAXCALA,SMP,EN OPERACION,-98.2219,19.3267
33587,TLSMP000066,TLAXCALA,SMP,EN OPERACION,-98.2360721,19.21450953
33588,TLSMP000071,TLAXCALA,SMP,EN OPERACION,-98.1925,19.3139
33589,TLSMP000083,TLAXCALA,SMP,EN OPERACION,-98.2386,19.3167
33590,TLSMP000095,TLAXCALA,SMP,EN OPERACION,-98.2397,19.2158
33591,TLSMP000100,TLAXCALA,SMP,EN OPERACION,-98.2340132,19.1774949
33592,TLSMP000112,TLAXCALA,SMP,EN OPERACION,-98.17,19.1189
33593,TLSMP000124,TLAXCALA,SMP,EN OPERACION,-98.3892,19.315
33594,TLSMP000136,TLAXCALA,SMP,EN OPERACION,-98.2416458,19.2081031
33595,TLSMP000141,TLAXCALA,SMP,EN OPERACION,-98.2397,19.2158
33596,TLSMP000153,TLAXCALA,SMP,EN OPERACION,-98.2011,19.1469
33597,TLSMP000165,TLAXCALA,SMP,EN OPERACION,-98.2122,19.2667
33598,TLSMP000170,TLAXCALA,SMP,EN OPERACION,-98.2317874,19.2201492
33599,TLSMP000182,TLAXCALA,SMP,EN OPERACION,-98.1628,19.2592
33600,TLSMP000194,TLAXCALA,SMP,EN OPERACION,-98.17,19.1189
33601,TLSMP000206,TLAXCALA,SMP,EN OPERACION,-98.1908,19.2433
33602,TLSMP000211,TLAXCALA,SMP,EN OPERACION,-98.2397,19.2158
33603,TLSMP000223,TLAXCALA,SMP,EN OPERACION,-98.2386,19.3167
33604,TLSMP000235,TLAXCALA,SMP,EN OPERACION,-98.2953,19.2306
33605,TLSMP000240,TLAXCALA,SMP,EN OPERACION,-98.2358,19.2775
33606,TLSMP000252,TLAXCALA,SMP,EN OPERACION,-98.1589,19.3117
33607,TLSMP000264,TLAXCALA,SMP,EN OPERACION,-98.2005863,19.326093
33608,TLSMP000276,TLAXCALA,SMP,EN OPERACION,-98.2039,19.1686
33609,TLSMP000281,TLAXCALA,SMP,EN OPERACION,-98.1589,19.3117
33610,TLSMP000293,TLAXCALA,SMP,EN OPERACION,-98.1628,19.2592
33611,TLSMP000305,TLAXCALA,SMP,EN OPERACION,-98.1939,19.2758
33612,TLSMP000310,TLAXCALA,SMP,EN OPERACION,-98.2377303,19.3024964
33613,TLSMP000322,TLAXCALA,SMP,EN OPERACION,-98.2033,19.3236
33614,TLSMP000334,TLAXCALA,SMP,EN OPERACION,-98.2234936,19.3292497
33616,TLSMP000351,TLAXCALA,SMP,EN OPERACION,-98.2182273,19.0558156
33617,TLSMP000363,TLAXCALA,SMP,EN OPERACION,-97.9233,19.3114
33618,TLSMP000375,TLAXCALA,SMP,EN OPERACION,-97.9233,19.3114
33619,TLSMP000380,TLAXCALA,SMP,EN OPERACION,-97.9252101,19.3135447
33620,TLSMP000392,TLAXCALA,SMP,EN OPERACION,-98.1398395,19.4100313
33621,TLSMP000404,TLAXCALA,SMP,EN OPERACION,-97.9231802,19.3152152
33622,TLSMP000416,TLAXCALA,SMP,EN OPERACION,-98.0485054,19.4022262
33624,TLSMP000433,TLAXCALA,SMP,EN OPERACION,-98.14,19.4156
33625,TLSMP000445,TLAXCALA,SMP,EN OPERACION,-98.1400049,19.4099617
33626,TLSMP000450,TLAXCALA,SMP,EN OPERACION,-98.5692,19.5878
33627,TLSMP000462,TLAXCALA,SMP,EN OPERACION,-98.0486,19.4036
33628,TLSMP000474,TLAXCALA,SMP,EN OPERACION,-98.14,19.4156
33629,TLSMP000486,TLAXCALA,SMP,EN OPERACION,-98.5669226,19.5848222
33630,TLSMP000491,TLAXCALA,SMP,EN OPERACION,-98.1437934,19.4074907
33631,TLSMP000503,TLAXCALA,SMP,EN OPERACION,-98.0477975,19.4029354
33632,TLSMP000515,TLAXCALA,SMP,EN OPERACION,-98.1450662,19.4188873
33633,TLSMP000520,TLAXCALA,SMP,EN OPERACION,-98.1494,19.3883
33634,TLSMP000532,TLAXCALA,SMP,EN OPERACION,-98.0431,19.3969
33635,TLSMP000544,TLAXCALA,SMP,EN OPERACION,-99.05835,19.5218288
33637,TLSMP000561,TLAXCALA,SMP,EN OPERACION,-98.1397424,19.4142294
33641,TLSMP000602,TLAXCALA,SMP,EN OPERACION,,
33644,TLSMP000635,TLAXCALA,SMP,EN OPERACION,-98.2378511,19.1858204
33696,TLSMP001150,TLAXCALA,SMP,EN OPERACION,-98.2103993,19.19492717
33723,TLSSA000261,TLAXCALA,SSA,EN OPERACION,-97.64745888,19.32651015
33769,TLSSA000722,TLAXCALA,SSA,EN OPERACION,-98.16953477,19.33377413
33791,TLSSA000944,TLAXCALA,SSA,EN OPERACION,-98.17162431,19.11837087
33811,TLSSA001142,TLAXCALA,SSA,EN OPERACION,-98.24403849,19.31860799
33815,TLSSA001183,TLAXCALA,SSA,EN OPERACION,-98.12788812,19.61954509
33834,TLSSA001376,TLAXCALA,SSA,EN OPERACION,-98.11783,19.408705
33845,TLSSA001480,TLAXCALA,SSA,EN OPERACION,-98.2490274,19.20298576
33885,TLSSA001883,TLAXCALA,SSA,EN OPERACION,-98.20068959,19.12687554
33902,TLSSA017645,TLAXCALA,SSA,EN OPERACION,-98.211402,19.368375
33921,TLSSA017831,TLAXCALA,SSA,EN OPERACION,-98.536797,19.582335
33929,TLSSA017913,TLAXCALA,SSA,EN OPERACION,-98.21257082,19.36873038
33930,TLSSA017925,TLAXCALA,SSA,EN OPERACION,-98.31749434,19.2242208
33936,TLSSA017983,TLAXCALA,SSA,EN OPERACION,-97.94071544,19.30616168
33945,TSCRO000045,TAMAULIPAS,CRO,EN OPERACION,-97.8117463,22.268588
33949,TSCRO000086,TAMAULIPAS,CRO,EN OPERACION,-107.4632169,29.8459134
34063,TSIMO000661,TAMAULIPAS,IMSS-PROSPERA,EN OPERACION,-98.9394,24.5836
34076,TSIMO000796,TAMAULIPAS,IMSS-PROSPERA,EN OPERACION,-98.206712,23.7744444
34084,TSIMO000871,TAMAULIPAS,IMSS-PROSPERA,EN OPERACION,-99.7195924,22.9912421
34122,TSIMO001250,TAMAULIPAS,IMSS-PROSPERA,EN OPERACION,-99.4419512,24.2519344
34129,TSIMS000071,TAMAULIPAS,IMSS,EN OPERACION,-97.8557941,22.24733887
34140,TSIMS000182,TAMAULIPAS,IMSS,EN OPERACION,-98.96146053,22.7400255
34143,TSIMS000211,TAMAULIPAS,IMSS,EN OPERACION,-97.50372821,25.87229991
34149,TSIMS000276,TAMAULIPAS,IMSS,EN OPERACION,-99.50482244,27.49649488
34153,TSIMS000310,TAMAULIPAS,IMSS,EN OPERACION,-98.30243642,26.082023
34160,TSIMS000380,TAMAULIPAS,IMSS,EN OPERACION,-99.14990891,23.72013988
34173,TSIMS000515,TAMAULIPAS,IMSS,EN OPERACION,-99.03242642,26.40402166
34175,TSIMS000533,TAMAULIPAS,IMSS,EN OPERACION,-98.269556,25.93671
34180,TSIST000054,TAMAULIPAS,ISSSTE,EN OPERACION,-98.98371932,22.73784367
34182,TSIST000071,TAMAULIPAS,ISSSTE,EN OPERACION,-97.49284026,25.86852775
34184,TSIST000095,TAMAULIPAS,ISSSTE,EN OPERACION,-99.50517649,27.48433162
34185,TSIST000100,TAMAULIPAS,ISSSTE,EN OPERACION,-98.28492695,26.08867184
34190,TSIST000153,TAMAULIPAS,ISSSTE,EN OPERACION,-99.15152723,23.75433235
34192,TSIST000170,TAMAULIPAS,ISSSTE,EN OPERACION,-98.08183545,25.97858018
34193,TSIST000182,TAMAULIPAS,ISSSTE,EN OPERACION,-97.8597771,22.25203328
34213,TSPMX000010,TAMAULIPAS,PEMEX,EN OPERACION,-97.8572193,22.2655554
34214,TSPMX000022,TAMAULIPAS,PEMEX,EN OPERACION,-98.2728337,26.069659
34222,TSSDN000014,TAMAULIPAS,SEDENA,EN OPERACION,-97.862073,22.2224703
34229,TSSMA000015,TAMAULIPAS,SEMAR,EN OPERACION,-97.4999884,25.8933525
34231,TSSMA000032,TAMAULIPAS,SEMAR,EN OPERACION,-97.8739863,22.2579455
34241,TSSMP000013,TAMAULIPAS,SMP,EN OPERACION,-98.27273467,26.0882229
34242,TSSMP000025,TAMAULIPAS,SMP,EN OPERACION,-98.26681577,26.0871051
34243,TSSMP000030,TAMAULIPAS,SMP,EN OPERACION,-99.1461,23.7361
34244,TSSMP000042,TAMAULIPAS,SMP,EN OPERACION,-99.1461,23.7361
34245,TSSMP000054,TAMAULIPAS,SMP,EN OPERACION,-97.86795661,22.23483935
34246,TSSMP000066,TAMAULIPAS,SMP,EN OPERACION,-97.8686,22.2553
34247,TSSMP000071,TAMAULIPAS,SMP,EN OPERACION,-97.87275736,22.28166118
34248,TSSMP000083,TAMAULIPAS,SMP,EN OPERACION,-97.868,22.2306
34249,TSSMP000095,TAMAULIPAS,SMP,EN OPERACION,-97.85913795,22.26825533
34251,TSSMP000112,TAMAULIPAS,SMP,EN OPERACION,-97.50428294,25.87630019
34252,TSSMP000124,TAMAULIPAS,SMP,EN OPERACION,-97.5042,25.8797
34253,TSSMP000136,TAMAULIPAS,SMP,EN OPERACION,-97.5042,25.8797
34254,TSSMP000141,TAMAULIPAS,SMP,EN OPERACION,-97.5042,25.8797
34256,TSSMP000165,TAMAULIPAS,SMP,EN OPERACION,-97.5042,25.8797
34257,TSSMP000170,TAMAULIPAS,SMP,EN OPERACION,-97.5042,25.8797
34259,TSSMP000194,TAMAULIPAS,SMP,EN OPERACION,-97.8144,25.6736
34260,TSSMP000206,TAMAULIPAS,SMP,EN OPERACION,-97.8144,25.6736
34261,TSSMP000211,TAMAULIPAS,SMP,EN OPERACION,-97.8144,25.6736
34262,TSSMP000223,TAMAULIPAS,SMP,EN OPERACION,-97.8144,25.6736
34263,TSSMP000235,TAMAULIPAS,SMP,EN OPERACION,-98.495,26.1941
34264,TSSMP000240,TAMAULIPAS,SMP,EN OPERACION,-98.5055,26.1913
34265,TSSMP000252,TAMAULIPAS,SMP,EN OPERACION,-98.4958,26.1917
34266,TSSMP000264,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34267,TSSMP000276,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34268,TSSMP000281,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34269,TSSMP000293,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34270,TSSMP000305,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34271,TSSMP000310,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34272,TSSMP000322,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34273,TSSMP000334,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34274,TSSMP000346,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34275,TSSMP000351,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34276,TSSMP000363,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34277,TSSMP000375,TAMAULIPAS,SMP,EN OPERACION,-98.0903,25.9817
34278,TSSMP000380,TAMAULIPAS,SMP,EN OPERACION,-98.0903,25.9817
34279,TSSMP000392,TAMAULIPAS,SMP,EN OPERACION,-98.0903,25.9817
34280,TSSMP000404,TAMAULIPAS,SMP,EN OPERACION,-98.0903,25.9817
34281,TSSMP000416,TAMAULIPAS,SMP,EN OPERACION,-98.0903,25.9817
34282,TSSMP000421,TAMAULIPAS,SMP,EN OPERACION,-99.0253,26.4003
34283,TSSMP000433,TAMAULIPAS,SMP,EN OPERACION,-99.1418,26.2428
34284,TSSMP000445,TAMAULIPAS,SMP,EN OPERACION,-99.2113,26.2353
34285,TSSMP000450,TAMAULIPAS,SMP,EN OPERACION,-99.51202499,27.46897952
34286,TSSMP000462,TAMAULIPAS,SMP,EN OPERACION,-99.50766711,27.47161025
34287,TSSMP000474,TAMAULIPAS,SMP,EN OPERACION,-99.5081,27.4864
34288,TSSMP000486,TAMAULIPAS,SMP,EN OPERACION,-99.5081,27.4864
34290,TSSMP000503,TAMAULIPAS,SMP,EN OPERACION,-98.9666,22.7432
34291,TSSMP000515,TAMAULIPAS,SMP,EN OPERACION,-98.1583,24.8475
34292,TSSMP000520,TAMAULIPAS,SMP,EN OPERACION,-98.1583,24.8475
34293,TSSMP000532,TAMAULIPAS,SMP,EN OPERACION,-98.1583,24.8475
34295,TSSMP000556,TAMAULIPAS,SMP,EN OPERACION,-97.5042,25.8797
34296,TSSMP000561,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34297,TSSMP000573,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34298,TSSMP000585,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34299,TSSMP000590,TAMAULIPAS,SMP,EN OPERACION,-98.32228098,26.07027054
34301,TSSMP000614,TAMAULIPAS,SMP,EN OPERACION,-98.0903,25.9817
34302,TSSMP000626,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34303,TSSMP000631,TAMAULIPAS,SMP,EN OPERACION,-97.9369,22.3958
34304,TSSMP000643,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34305,TSSMP000655,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34306,TSSMP000660,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34307,TSSMP000672,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34308,TSSMP000684,TAMAULIPAS,SMP,EN OPERACION,-97.87615903,22.25515858
34309,TSSMP000696,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34310,TSSMP000701,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34311,TSSMP000713,TAMAULIPAS,SMP,EN OPERACION,-98.5969,26.2322
34312,TSSMP000725,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34313,TSSMP000730,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34314,TSSMP000742,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34315,TSSMP000754,TAMAULIPAS,SMP,EN OPERACION,-97.5116,25.8694
34317,TSSMP000771,TAMAULIPAS,SMP,EN OPERACION,-97.5174,25.8732
34319,TSSMP000795,TAMAULIPAS,SMP,EN OPERACION,-97.50323217,25.84821428
34320,TSSMP000800,TAMAULIPAS,SMP,EN OPERACION,-97.48121362,25.86898665
34321,TSSMP000812,TAMAULIPAS,SMP,EN OPERACION,-97.4896,25.8643
34322,TSSMP000824,TAMAULIPAS,SMP,EN OPERACION,-99.2222,26.241
34323,TSSMP000836,TAMAULIPAS,SMP,EN OPERACION,-99.51112306,27.4702801
34324,TSSMP000841,TAMAULIPAS,SMP,EN OPERACION,-97.87331459,22.27692766
34326,TSSMP000865,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34328,TSSMP000882,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34329,TSSMP000894,TAMAULIPAS,SMP,EN OPERACION,-98.2778,26.0922
34345,TSSMP001051,TAMAULIPAS,SMP,EN OPERACION,-99.52401858,27.45957577
34347,TSSMP001074,TAMAULIPAS,SMP,EN OPERACION,-97.526361,25.875526
34348,TSSMP001083,TAMAULIPAS,SMP,EN OPERACION,,
34349,TSSMP001092,TAMAULIPAS,SMP,EN OPERACION,-97.510005,25.881648
34352,TSSMP001125,TAMAULIPAS,SMP,EN OPERACION,-99.036863,26.39831
34425,TSSMP001850,TAMAULIPAS,SMP,EN OPERACION,-99.107745,23.765659
34639,TSSMP003991,TAMAULIPAS,SMP,EN OPERACION,-98.269614,26.087157
34647,TSSMP004073,TAMAULIPAS,SMP,EN OPERACION,-99.503646,27.472856
34649,TSSSA000010,TAMAULIPAS,SSA,EN OPERACION,-98.376564,24.056052
34657,TSSSA000092,TAMAULIPAS,SSA,EN OPERACION,-98.0738,22.9188
34688,TSSSA000401,TAMAULIPAS,SSA,EN OPERACION,-97.823659,22.254206
34751,TSSSA001031,TAMAULIPAS,SSA,EN OPERACION,-97.49660963,25.86901285
34803,TSSSA001550,TAMAULIPAS,SSA,EN OPERACION,-99.50428966,27.48590423
34804,TSSSA001562,TAMAULIPAS,SSA,EN OPERACION,-99.532,27.4936
34825,TSSSA001772,TAMAULIPAS,SSA,EN OPERACION,-98.296916,26.055866
34867,TSSSA002192,TAMAULIPAS,SSA,EN OPERACION,-98.15289447,24.85330435
34927,TSSSA002793,TAMAULIPAS,SSA,EN OPERACION,-99.163715,23.722163
34928,TSSSA002805,TAMAULIPAS,SSA,EN OPERACION,-99.15712232,23.72779136
34929,TSSSA002810,TAMAULIPAS,SSA,EN OPERACION,-99.137461,23.748455
35001,TSSSA005151,TAMAULIPAS,SSA,EN OPERACION,-97.859497,22.253176
35002,TSSSA005160,TAMAULIPAS,SSA,EN OPERACION,-97.8589,22.253526
35052,TSSSA018000,TAMAULIPAS,SSA,EN OPERACION,-98.96942843,22.72717642
35059,TSSSA018070,TAMAULIPAS,SSA,EN OPERACION,-98.37984,26.050857
35081,TSSSA018292,TAMAULIPAS,SSA,EN OPERACION,-99.1072225,23.76236969
35103,TSSSA018514,TAMAULIPAS,SSA,EN OPERACION,-97.976746,22.460086
35104,TSSSA018526,TAMAULIPAS,SSA,EN OPERACION,-98.123571,25.994414
35147,TSSSA018951,TAMAULIPAS,SSA,EN OPERACION,-97.81516572,25.702042
35292,VZIMO000862,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS-PROSPERA,EN OPERACION,-97.0380417,19.0536026
35311,VZIMO001055,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS-PROSPERA,EN OPERACION,-98.1901702,20.9686645
35416,VZIMO002105,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS-PROSPERA,EN OPERACION,-94.7048806,17.9593375
35493,VZIMO002875,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS-PROSPERA,EN OPERACION,-97.3382824,20.4545402
35706,VZIMO005004,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS-PROSPERA,EN OPERACION,-96.9989688,18.661868
35821,VZIMO006153,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS-PROSPERA,EN OPERACION,-97.1059178,19.8987688
35854,VZIMS000144,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.37540785,19.37656939
35855,VZIMS000156,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.7998361,18.89100495
35863,VZIMS000231,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-94.43334636,18.13963255
35869,VZIMS000296,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.93860737,18.89169268
35874,VZIMS000342,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-95.78280319,18.3653701
35896,VZIMS000564,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.9212758,19.52168217
35903,VZIMS000634,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-95.52353826,18.63290216
35905,VZIMS000651,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-97.0603537,20.05597662
35908,VZIMS000680,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-94.54933313,17.98778976
35912,VZIMS000721,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.78983683,18.74852174
35913,VZIMS000733,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-97.08470279,18.84974138
35923,VZIMS000832,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-97.45367283,20.52220645
35929,VZIMS000890,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-95.22639329,18.45005651
35941,VZIMS001013,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.36679346,18.45623915
35947,VZIMS001071,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-97.32841004,20.97171857
35951,VZIMS001112,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.1559521,19.1994041
35952,VZIMS001124,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-96.13132769,19.15623572
35965,VZIMS001252,VERACRUZ DE IGNACIO DE LA LLAVE,IMSS,EN OPERACION,-98.18675274,22.04572377
35998,VZIST000062,VERACRUZ DE IGNACIO DE LA LLAVE,ISSSTE,EN OPERACION,-94.48482687,18.14539298
36004,VZIST000120,VERACRUZ DE IGNACIO DE LA LLAVE,ISSSTE,EN OPERACION,-96.93745488,19.54519612
36009,VZIST000173,VERACRUZ DE IGNACIO DE LA LLAVE,ISSSTE,EN OPERACION,-97.09637222,18.86887444
36014,VZIST000226,VERACRUZ DE IGNACIO DE LA LLAVE,ISSSTE,EN OPERACION,-97.46040517,20.50644544
36021,VZIST000296,VERACRUZ DE IGNACIO DE LA LLAVE,ISSSTE,EN OPERACION,-97.41726452,20.95289833
36022,VZIST000301,VERACRUZ DE IGNACIO DE LA LLAVE,ISSSTE,EN OPERACION,-96.13496477,19.1718881
36079,VZPMX000013,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-97.6841426,21.3547319
36080,VZPMX000025,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-97.7443,21.1849
36081,VZPMX000030,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-94.4121829,18.148701
36082,VZPMX000042,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-94.0974,17.9325
36083,VZPMX000054,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-94.5443251,18.0057099
36084,VZPMX000066,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-97.4599249,20.5295915
36085,VZPMX000071,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-96.1602887,19.1992051
36086,VZPMX000083,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-94.1392601,18.1407618
36087,VZPMX000095,VERACRUZ DE IGNACIO DE LA LLAVE,PEMEX,EN OPERACION,-94.4092403,18.059223
36104,VZSDN000010,VERACRUZ DE IGNACIO DE LA LLAVE,SEDENA,EN OPERACION,-96.1267544,19.1418714
36105,VZSDN000022,VERACRUZ DE IGNACIO DE LA LLAVE,SEDENA,EN OPERACION,-97.4131269,20.9550949
36119,VZSMA000011,VERACRUZ DE IGNACIO DE LA LLAVE,SEMAR,EN OPERACION,-95.9959,19.0569
36120,VZSMA000023,VERACRUZ DE IGNACIO DE LA LLAVE,SEMAR,EN OPERACION,-94.4125877,18.149664
