,CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,ESTATUS DE OPERACION,LONGITUD,LATITUD
29535,SLIMS000020,SINALOA,IMSS,EN OPERACION,-108.9802622,25.80962261
29546,SLIMS000131,SINALOA,IMSS,EN OPERACION,-107.389891,24.79708819
29551,SLIMS000184,SINALOA,IMSS,EN OPERACION,-107.3942506,24.59175364
29560,SLIMS000271,SINALOA,IMSS,EN OPERACION,-108.4626817,25.56945605
29567,SLIMS000341,SINALOA,IMSS,EN OPERACION,-106.423805,23.23339148
29574,SLIMS000411,SINALOA,IMSS,EN OPERACION,-108.0811205,25.46159371
29576,SLIMS000435,SINALOA,IMSS,EN OPERACION,-107.7018946,24.76806559
29597,SLIST000015,SINALOA,ISSSTE,EN OPERACION,-108.9889365,25.80878231
29604,SLIST000085,SINALOA,ISSSTE,EN OPERACION,-107.3764675,24.79592917
29615,SLIST000196,SINALOA,ISSSTE,EN OPERACION,-106.4186561,23.25303143
29642,SLSDN000016,SINALOA,SEDENA,EN OPERACION,-106.4265203,23.1985643
29651,SLSMA000010,SINALOA,SEMAR,EN OPERACION,-109.0517007,25.6016998
29652,SLSMA000022,SINALOA,SEMAR,EN OPERACION,-106.4258266,23.2341754
29653,SLSME000016,SINALOA,SME,EN OPERACION,-107.3958806,24.8197395
29655,SLSMM000014,SINALOA,SMM,EN OPERACION,-106.4058233,23.2329215
29657,SLSMP000020,SINALOA,SMP,EN OPERACION,-108.9901983,25.7864809
29658,SLSMP000032,SINALOA,SMP,EN OPERACION,-109.1654092,25.9121798
29659,SLSMP000044,SINALOA,SMP,EN OPERACION,-108.9859574,25.786606
29660,SLSMP000056,SINALOA,SMP,EN OPERACION,-109.0122572,25.8071149
29661,SLSMP000061,SINALOA,SMP,EN OPERACION,-108.9947571,25.79277572
29662,SLSMP000073,SINALOA,SMP,EN OPERACION,-109.0098934,25.8037633
29663,SLSMP000085,SINALOA,SMP,EN OPERACION,-108.995142,25.7912214
29664,SLSMP000090,SINALOA,SMP,EN OPERACION,-108.9982314,25.79133312
29665,SLSMP000102,SINALOA,SMP,EN OPERACION,-109.172542,25.922437
29666,SLSMP000114,SINALOA,SMP,EN OPERACION,-108.9891441,25.80324899
29667,SLSMP000126,SINALOA,SMP,EN OPERACION,-108.994607,25.7941522
29668,SLSMP000131,SINALOA,SMP,EN OPERACION,-108.9906487,25.7867283
29669,SLSMP000143,SINALOA,SMP,EN OPERACION,-109.0061421,25.7967289
29670,SLSMP000155,SINALOA,SMP,EN OPERACION,-108.9935976,25.78598279
29671,SLSMP000160,SINALOA,SMP,EN OPERACION,-108.9885175,25.7901873
29672,SLSMP000172,SINALOA,SMP,EN OPERACION,-108.4628514,25.5570439
29673,SLSMP000184,SINALOA,SMP,EN OPERACION,-108.4630983,25.5569922
29675,SLSMP000201,SINALOA,SMP,EN OPERACION,-108.459945,25.558095
29677,SLSMP000225,SINALOA,SMP,EN OPERACION,-108.47,25.5733
29678,SLSMP000230,SINALOA,SMP,EN OPERACION,-108.4623161,25.5671294
29680,SLSMP000254,SINALOA,SMP,EN OPERACION,-108.4725568,25.5671075
29681,SLSMP000266,SINALOA,SMP,EN OPERACION,-108.081357,25.456835
29682,SLSMP000271,SINALOA,SMP,EN OPERACION,-108.0812774,25.4568551
29683,SLSMP000283,SINALOA,SMP,EN OPERACION,-108.0838879,25.4580321
29684,SLSMP000295,SINALOA,SMP,EN OPERACION,-108.0815139,25.4583562
29685,SLSMP000300,SINALOA,SMP,EN OPERACION,-108.078,25.4644
29686,SLSMP000312,SINALOA,SMP,EN OPERACION,-108.078,25.4644
29687,SLSMP000324,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29688,SLSMP000336,SINALOA,SMP,EN OPERACION,-107.390504,24.8076935
29689,SLSMP000341,SINALOA,SMP,EN OPERACION,-107.3698639,24.8081778
29690,SLSMP000353,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29691,SLSMP000365,SINALOA,SMP,EN OPERACION,-107.3798103,24.8054627
29692,SLSMP000370,SINALOA,SMP,EN OPERACION,-107.3847818,24.80730326
29693,SLSMP000382,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29694,SLSMP000394,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29695,SLSMP000406,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29696,SLSMP000411,SINALOA,SMP,EN OPERACION,-107.3987162,24.80624447
29697,SLSMP000423,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29698,SLSMP000435,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29699,SLSMP000440,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29700,SLSMP000452,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29701,SLSMP000464,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29702,SLSMP000476,SINALOA,SMP,EN OPERACION,-107.400033,24.8114142
29703,SLSMP000481,SINALOA,SMP,EN OPERACION,-107.3891809,24.828242
29704,SLSMP000493,SINALOA,SMP,EN OPERACION,-107.3900529,24.82466337
29705,SLSMP000505,SINALOA,SMP,EN OPERACION,-107.3991268,24.8227165
29706,SLSMP000510,SINALOA,SMP,EN OPERACION,-107.3923172,24.7993206
29707,SLSMP000522,SINALOA,SMP,EN OPERACION,-107.3988358,24.8062829
29708,SLSMP000534,SINALOA,SMP,EN OPERACION,-107.438168,24.79650918
29709,SLSMP000546,SINALOA,SMP,EN OPERACION,-106.4462755,23.2438187
29710,SLSMP000551,SINALOA,SMP,EN OPERACION,-106.389822,23.2458107
29711,SLSMP000563,SINALOA,SMP,EN OPERACION,-107.3947201,24.822636
29712,SLSMP000575,SINALOA,SMP,EN OPERACION,-106.4282958,23.2471017
29713,SLSMP000580,SINALOA,SMP,EN OPERACION,-106.4311046,23.2400258
29714,SLSMP000592,SINALOA,SMP,EN OPERACION,-106.4225038,23.1980482
29715,SLSMP000604,SINALOA,SMP,EN OPERACION,-106.4243957,23.2039635
29716,SLSMP000616,SINALOA,SMP,EN OPERACION,-106.4415332,23.2434336
29717,SLSMP000621,SINALOA,SMP,EN OPERACION,-106.4307976,23.23958744
29718,SLSMP000633,SINALOA,SMP,EN OPERACION,-106.4006917,23.2372176
29719,SLSMP000645,SINALOA,SMP,EN OPERACION,-106.4232559,23.1950515
29720,SLSMP000650,SINALOA,SMP,EN OPERACION,-106.424993,23.195203
29721,SLSMP000662,SINALOA,SMP,EN OPERACION,-106.41,23.2414
29722,SLSMP000674,SINALOA,SMP,EN OPERACION,-106.41,23.2414
29723,SLSMP000686,SINALOA,SMP,EN OPERACION,-106.417398,23.2222474
29724,SLSMP000691,SINALOA,SMP,EN OPERACION,-106.4216407,23.2096956
29725,SLSMP000703,SINALOA,SMP,EN OPERACION,-106.4538368,23.2466671
29726,SLSMP000715,SINALOA,SMP,EN OPERACION,-106.3903528,23.2411021
29727,SLSMP000720,SINALOA,SMP,EN OPERACION,-106.426368,23.2407204
29728,SLSMP000732,SINALOA,SMP,EN OPERACION,-106.421577,23.2272971
29729,SLSMP000744,SINALOA,SMP,EN OPERACION,-106.4418955,23.2428855
29730,SLSMP000756,SINALOA,SMP,EN OPERACION,-106.4122569,23.2394414
29731,SLSMP000761,SINALOA,SMP,EN OPERACION,-106.4223334,23.227266
29732,SLSMP000773,SINALOA,SMP,EN OPERACION,-105.778,22.8333
29733,SLSMP000785,SINALOA,SMP,EN OPERACION,-105.778,22.8333
29734,SLSMP000790,SINALOA,SMP,EN OPERACION,-107.367,24.3244
29735,SLSMP000802,SINALOA,SMP,EN OPERACION,-105.778,22.8333
29736,SLSMP000814,SINALOA,SMP,EN OPERACION,-108.4796223,25.7312848
29737,SLSMP000826,SINALOA,SMP,EN OPERACION,-108.6248416,26.4118517
29738,SLSMP000831,SINALOA,SMP,EN OPERACION,-107.4399777,24.7959162
29739,SLSMP000843,SINALOA,SMP,EN OPERACION,-108.822,25.7572
29740,SLSMP000855,SINALOA,SMP,EN OPERACION,-108.989332,25.8017952
29741,SLSMP000860,SINALOA,SMP,EN OPERACION,-106.41,23.2414
29742,SLSMP000872,SINALOA,SMP,EN OPERACION,-106.3937508,23.2624278
29743,SLSMP000884,SINALOA,SMP,EN OPERACION,-106.4256003,23.2359818
29744,SLSMP000896,SINALOA,SMP,EN OPERACION,-106.3780862,23.2206083
29746,SLSMP000913,SINALOA,SMP,EN OPERACION,-106.3832534,23.2536138
29747,SLSMP000925,SINALOA,SMP,EN OPERACION,-106.4187485,23.2058108
29748,SLSMP000930,SINALOA,SMP,EN OPERACION,-106.4095569,23.2475385
29750,SLSMP000954,SINALOA,SMP,EN OPERACION,-106.6905086,24.414384
29751,SLSMP000966,SINALOA,SMP,EN OPERACION,-107.3896661,24.8040442
29752,SLSMP000971,SINALOA,SMP,EN OPERACION,-107.7681731,24.7653687
29753,SLSMP000983,SINALOA,SMP,EN OPERACION,-108.0883719,25.4642897
29754,SLSMP000995,SINALOA,SMP,EN OPERACION,-108.078,25.4644
29755,SLSMP001000,SINALOA,SMP,EN OPERACION,-108.0595551,25.44540845
29756,SLSMP001012,SINALOA,SMP,EN OPERACION,-108.326,26.71
29757,SLSMP001024,SINALOA,SMP,EN OPERACION,-109.0079904,25.8139291
29758,SLSMP001036,SINALOA,SMP,EN OPERACION,-109.172,25.9189
29759,SLSMP001041,SINALOA,SMP,EN OPERACION,-109.176244,25.920032
29760,SLSMP001053,SINALOA,SMP,EN OPERACION,-108.162,25.3672
29761,SLSMP001065,SINALOA,SMP,EN OPERACION,-105.778,22.8333
29762,SLSMP001070,SINALOA,SMP,EN OPERACION,-105.778,22.8333
29763,SLSMP001082,SINALOA,SMP,EN OPERACION,-106.4199682,23.2518601
29764,SLSMP001094,SINALOA,SMP,EN OPERACION,-107.398,24.7919
29768,SLSMP001135,SINALOA,SMP,EN OPERACION,-107.388432,24.8058768
29779,SLSMP001243,SINALOA,SMP,EN OPERACION,-107.371172,24.822034
29936,SLSMP002815,SINALOA,SMP,EN OPERACION,-107.3955119,24.81511169
29940,SLSSA000024,SINALOA,SSA,EN OPERACION,-108.988561,25.77109307
29957,SLSSA000193,SINALOA,SSA,EN OPERACION,-108.1564539,25.36802666
29962,SLSSA000246,SINALOA,SSA,EN OPERACION,-107.5551293,25.35108468
29985,SLSSA000473,SINALOA,SSA,EN OPERACION,-106.066862,23.28539758
29995,SLSSA000572,SINALOA,SSA,EN OPERACION,-106.6910791,24.41013239
30004,SLSSA000666,SINALOA,SSA,EN OPERACION,-107.3866778,24.79429289
30005,SLSSA000671,SINALOA,SSA,EN OPERACION,-107.4280536,24.81681423
30034,SLSSA000963,SINALOA,SSA,EN OPERACION,-108.3234903,26.71288658
30063,SLSSA001255,SINALOA,SSA,EN OPERACION,-108.4751021,25.55308929
30092,SLSSA001540,SINALOA,SSA,EN OPERACION,-106.4,23.2383
30109,SLSSA001716,SINALOA,SSA,EN OPERACION,-107.9231373,25.48198511
30125,SLSSA001873,SINALOA,SSA,EN OPERACION,-105.8566385,22.99493075
30151,SLSSA002136,SINALOA,SSA,EN OPERACION,-108.2297748,25.81679872
30187,SLSSA002491,SINALOA,SSA,EN OPERACION,-107.6826079,24.76054461
30193,SLSSA002556,SINALOA,SSA,EN OPERACION,-107.3994245,24.798775
30195,SLSSA002573,SINALOA,SSA,EN OPERACION,-109.034642,26.26629083
30248,SLSSA017570,SINALOA,SSA,EN OPERACION,-106.4231693,23.9446252
30249,SLSSA017582,SINALOA,SSA,EN OPERACION,-107.1508884,24.29152037
30250,SLSSA017594,SINALOA,SSA,EN OPERACION,-106.8759673,23.93343665
30251,SLSSA017606,SINALOA,SSA,EN OPERACION,-107.450432,24.795667
30302,SLSSA018113,SINALOA,SSA,EN OPERACION,-108.064143,25.45579603
30316,SLSSA018253,SINALOA,SSA,EN OPERACION,-105.7773345,22.83147784
30317,SLSSA018265,SINALOA,SSA,EN OPERACION,-107.3649591,24.3118742
30378,SPIMO000283,SAN LUIS POTOSI,IMSS-PROSPERA,EN OPERACION,-100.2843541,22.4230708
30404,SPIMO000546,SAN LUIS POTOSI,IMSS-PROSPERA,EN OPERACION,-101.1089641,23.127796
30423,SPIMO000732,SAN LUIS POTOSI,IMSS-PROSPERA,EN OPERACION,-100.6373438,23.6620962
30496,SPIMO001461,SAN LUIS POTOSI,IMSS-PROSPERA,EN OPERACION,-98.7695476,21.2492717
30597,SPIMO002475,SAN LUIS POTOSI,IMSS-PROSPERA,EN OPERACION,-98.86961,21.447356
30620,SPIMS000072,SAN LUIS POTOSI,IMSS,EN OPERACION,-99.01153201,21.99631638
30628,SPIMS000154,SAN LUIS POTOSI,IMSS,EN OPERACION,-99.99249632,21.9357558
30630,SPIMS000171,SAN LUIS POTOSI,IMSS,EN OPERACION,-100.984109,22.1539037
30631,SPIMS000183,SAN LUIS POTOSI,IMSS,EN OPERACION,-100.9867429,22.14802251
30648,SPIMS000352,SAN LUIS POTOSI,IMSS,EN OPERACION,-99.32091409,22.52493555
30650,SPIMS000376,SAN LUIS POTOSI,IMSS,EN OPERACION,-100.9223002,22.13431285
30658,SPIST000055,SAN LUIS POTOSI,ISSSTE,EN OPERACION,-99.00430078,21.99386918
30661,SPIST000084,SAN LUIS POTOSI,ISSSTE,EN OPERACION,-100.6362095,23.65164697
30662,SPIST000096,SAN LUIS POTOSI,ISSSTE,EN OPERACION,-99.98756278,21.92366846
30664,SPIST000113,SAN LUIS POTOSI,ISSSTE,EN OPERACION,-100.956,22.1443
30667,SPIST000142,SAN LUIS POTOSI,ISSSTE,EN OPERACION,-98.77600724,21.25125206
30686,SPPMX000011,SAN LUIS POTOSI,PEMEX,EN OPERACION,-98.380315,22.21387
30688,SPSDN000015,SAN LUIS POTOSI,SEDENA,EN OPERACION,-100.9712947,22.1413664
30691,SPSME000015,SAN LUIS POTOSI,SME,EN OPERACION,-100.9834796,22.1736527
30693,SPSMP000012,SAN LUIS POTOSI,SMP,EN OPERACION,-98.8161,21.5605
30695,SPSMP000031,SAN LUIS POTOSI,SMP,EN OPERACION,-100.9898156,22.1504983
30696,SPSMP000043,SAN LUIS POTOSI,SMP,EN OPERACION,-101.0211241,22.15314413
30697,SPSMP000055,SAN LUIS POTOSI,SMP,EN OPERACION,-100.975,22.1497
30698,SPSMP000060,SAN LUIS POTOSI,SMP,EN OPERACION,-99.00972218,21.98603783
30700,SPSMP000084,SAN LUIS POTOSI,SMP,EN OPERACION,-99.00936312,21.9927331
30702,SPSMP000101,SAN LUIS POTOSI,SMP,EN OPERACION,-101.0219847,22.12539369
30703,SPSMP000113,SAN LUIS POTOSI,SMP,EN OPERACION,-100.9832076,22.15207012
30712,SPSMP000203,SAN LUIS POTOSI,SMP,EN OPERACION,-100.999338,22.150807
30714,SPSMP000221,SAN LUIS POTOSI,SMP,EN OPERACION,-98.989002,21.97649
30715,SPSMP000230,SAN LUIS POTOSI,SMP,EN OPERACION,-100.956867,22.124044
30716,SPSMP000245,SAN LUIS POTOSI,SMP,EN OPERACION,-100.99123,22.152409
30717,SPSMP000254,SAN LUIS POTOSI,SMP,EN OPERACION,-100.99736,22.186244
30718,SPSMP000263,SAN LUIS POTOSI,SMP,EN OPERACION,-100.942262,22.185983
30719,SPSMP000272,SAN LUIS POTOSI,SMP,EN OPERACION,-100.992705,22.14207
30720,SPSMP000281,SAN LUIS POTOSI,SMP,EN OPERACION,-100.99425,22.140945
30721,SPSMP000290,SAN LUIS POTOSI,SMP,EN OPERACION,-100.974807,22.143191
30722,SPSMP000305,SAN LUIS POTOSI,SMP,EN OPERACION,-100.940317,22.139424
30723,SPSMP000314,SAN LUIS POTOSI,SMP,EN OPERACION,-100.999631,22.15507
30724,SPSMP000323,SAN LUIS POTOSI,SMP,EN OPERACION,-100.980038,22.162674
30725,SPSMP000332,SAN LUIS POTOSI,SMP,EN OPERACION,-100.998778,22.174471
30726,SPSMP000341,SAN LUIS POTOSI,SMP,EN OPERACION,-101.00217,22.187627
30727,SPSMP000350,SAN LUIS POTOSI,SMP,EN OPERACION,-101.007821,22.166328
30728,SPSMP000365,SAN LUIS POTOSI,SMP,EN OPERACION,-101.00645,22.152211
30729,SPSMP000374,SAN LUIS POTOSI,SMP,EN OPERACION,-100.932801,22.141388
30732,SPSMP000401,SAN LUIS POTOSI,SMP,EN OPERACION,-100.6820566,22.4489232
30846,SPSMP001541,SAN LUIS POTOSI,SMP,EN OPERACION,-98.7938442,21.2661276
30849,SPSMP001571,SAN LUIS POTOSI,SMP,EN OPERACION,-101.0020997,22.15040841
30851,SPSMP001595,SAN LUIS POTOSI,SMP,EN OPERACION,-100.287002,22.431483
30853,SPSMP001612,SAN LUIS POTOSI,SMP,EN OPERACION,-100.645157,23.64413
30872,SPSSA000064,SAN LUIS POTOSI,SSA,EN OPERACION,-98.9991394,22.0053646
30892,SPSSA000262,SAN LUIS POTOSI,SSA,EN OPERACION,-99.606882,22.39957
30901,SPSSA000356,SAN LUIS POTOSI,SSA,EN OPERACION,-98.993895,21.948309
30941,SPSSA000752,SAN LUIS POTOSI,SSA,EN OPERACION,-100.6425685,23.65562693
30960,SPSSA000945,SAN LUIS POTOSI,SSA,EN OPERACION,-99.99109891,21.91934525
30969,SPSSA001032,SAN LUIS POTOSI,SSA,EN OPERACION,-101.7199857,22.61893996
30976,SPSSA001102,SAN LUIS POTOSI,SSA,EN OPERACION,-101.0148471,22.14724958
31022,SPSSA001563,SAN LUIS POTOSI,SSA,EN OPERACION,-100.9018561,22.2098861
31036,SPSSA001703,SAN LUIS POTOSI,SSA,EN OPERACION,-98.75052,21.277504
31131,SPSSA002654,SAN LUIS POTOSI,SSA,EN OPERACION,-100.8389693,22.63965974
31143,SPSSA002770,SAN LUIS POTOSI,SSA,EN OPERACION,-98.37917978,22.21497522
31165,SPSSA002992,SAN LUIS POTOSI,SSA,EN OPERACION,-100.653531,23.66909
31223,SPSSA017132,SAN LUIS POTOSI,SSA,EN OPERACION,-98.7891468,22.01416988
31240,SPSSA017301,SAN LUIS POTOSI,SSA,EN OPERACION,-100.98585,22.116164
31241,SPSSA017313,SAN LUIS POTOSI,SSA,EN OPERACION,-100.938266,22.164571
31275,SRIMS000022,SONORA,IMSS,EN OPERACION,-109.5496469,31.32186648
31284,SRIMS000116,SONORA,IMSS,EN OPERACION,-112.1394074,30.71377379
31287,SRIMS000145,SONORA,IMSS,EN OPERACION,-109.9641894,27.49533858
31288,SRIMS000150,SONORA,IMSS,EN OPERACION,-109.9632667,27.49631882
31297,SRIMS000244,SONORA,IMSS,EN OPERACION,-110.8240878,27.95596534
31304,SRIMS000314,SONORA,IMSS,EN OPERACION,-110.9019577,27.91845412
31312,SRIMS000396,SONORA,IMSS,EN OPERACION,-110.952174,29.10448603
31313,SRIMS000401,SONORA,IMSS,EN OPERACION,-111.477599,28.83917587
31314,SRIMS000413,SONORA,IMSS,EN OPERACION,-110.9534454,29.10415325
31319,SRIMS000466,SONORA,IMSS,EN OPERACION,-109.6364048,26.82429338
31326,SRIMS000536,SONORA,IMSS,EN OPERACION,-109.6861606,30.37624906
31327,SRIMS000541,SONORA,IMSS,EN OPERACION,-109.4424283,27.0679394
31333,SRIMS000606,SONORA,IMSS,EN OPERACION,-110.94738,31.31819345
31337,SRIMS000640,SONORA,IMSS,EN OPERACION,-113.5367122,31.31714857
31363,SRIMS000900,SONORA,IMSS,EN OPERACION,-111.0015713,29.09901138
31364,SRIMS000915,SONORA,IMSS,EN OPERACION,-114.798031,32.467825
31365,SRIMS000920,SONORA,IMSS,EN OPERACION,-110.9702098,31.24073236
31369,SRIST000046,SONORA,ISSSTE,EN OPERACION,-109.9515402,27.50606609
31375,SRIST000104,SONORA,ISSSTE,EN OPERACION,-110.9210407,27.92408045
31378,SRIST000133,SONORA,ISSSTE,EN OPERACION,-110.9506201,29.11049
31381,SRIST000162,SONORA,ISSSTE,EN OPERACION,-109.4365561,27.08825107
31385,SRIST000203,SONORA,ISSSTE,EN OPERACION,-114.7856211,32.46964919
31407,SRSDN000011,SONORA,SEDENA,EN OPERACION,-110.948851,29.1152157
31424,SRSMA000012,SONORA,SEMAR,EN OPERACION,-110.9111445,27.8836712
31425,SRSMA000024,SONORA,SEMAR,EN OPERACION,-113.5429217,31.3178088
31426,SRSME000011,SONORA,SME,EN OPERACION,-110.954414,29.096611
31427,SRSME000023,SONORA,SME,EN OPERACION,-109.931865,27.5065115
31428,SRSME000035,SONORA,SME,EN OPERACION,-110.914732,27.918951
31451,SRSME000260,SONORA,SME,EN OPERACION,-110.913669,31.298037
31454,SRSMP000010,SONORA,SMP,EN OPERACION,-110.954,29.0989
31455,SRSMP000022,SONORA,SMP,EN OPERACION,-110.970547,30.6273162
31456,SRSMP000034,SONORA,SMP,EN OPERACION,-110.9620092,29.0647558
31459,SRSMP000063,SONORA,SMP,EN OPERACION,-110.9545107,29.0826279
31460,SRSMP000075,SONORA,SMP,EN OPERACION,-110.9602608,29.0804845
31461,SRSMP000080,SONORA,SMP,EN OPERACION,-112.1753158,30.7145116
31462,SRSMP000092,SONORA,SMP,EN OPERACION,-111.229,31.1736
31463,SRSMP000104,SONORA,SMP,EN OPERACION,-110.9733979,30.6270071
31464,SRSMP000116,SONORA,SMP,EN OPERACION,-110.9470513,31.3015485
31465,SRSMP000121,SONORA,SMP,EN OPERACION,-110.9422739,31.3058294
31466,SRSMP000133,SONORA,SMP,EN OPERACION,-110.8999374,27.9230153
31467,SRSMP000145,SONORA,SMP,EN OPERACION,-109.9399937,27.4865583
31468,SRSMP000150,SONORA,SMP,EN OPERACION,-109.6434823,26.8289285
31469,SRSMP000162,SONORA,SMP,EN OPERACION,-109.4454101,27.07639549
31470,SRSMP000174,SONORA,SMP,EN OPERACION,-109.4465084,27.0640188
31471,SRSMP000186,SONORA,SMP,EN OPERACION,-110.9743504,29.1216093
31472,SRSMP000191,SONORA,SMP,EN OPERACION,-109.5489433,31.3258084
31473,SRSMP000203,SONORA,SMP,EN OPERACION,-110.7082442,30.8992349
31474,SRSMP000215,SONORA,SMP,EN OPERACION,-110.8486711,30.7793367
31475,SRSMP000220,SONORA,SMP,EN OPERACION,-110.9460208,31.3186483
31476,SRSMP000232,SONORA,SMP,EN OPERACION,-110.946,31.3186
31477,SRSMP000244,SONORA,SMP,EN OPERACION,-110.9350535,31.3039325
31478,SRSMP000256,SONORA,SMP,EN OPERACION,-110.9464872,31.3215802
31479,SRSMP000261,SONORA,SMP,EN OPERACION,-110.945268,31.3151866
31480,SRSMP000273,SONORA,SMP,EN OPERACION,-109.935,27.4892
31481,SRSMP000285,SONORA,SMP,EN OPERACION,-111.121,30.5425
31482,SRSMP000290,SONORA,SMP,EN OPERACION,-110.9643621,30.6278821
31483,SRSMP000302,SONORA,SMP,EN OPERACION,-110.967,30.6269
31484,SRSMP000314,SONORA,SMP,EN OPERACION,-114.7698213,32.4750696
31485,SRSMP000326,SONORA,SMP,EN OPERACION,-109.549,31.3258
31486,SRSMP000331,SONORA,SMP,EN OPERACION,-112.1562343,30.7075365
31487,SRSMP000343,SONORA,SMP,EN OPERACION,-112.1757502,30.7143212
31488,SRSMP000355,SONORA,SMP,EN OPERACION,-109.9397671,27.4923451
31489,SRSMP000360,SONORA,SMP,EN OPERACION,-110.899,27.9183
31490,SRSMP000372,SONORA,SMP,EN OPERACION,-110.9512709,29.1206592
31491,SRSMP000384,SONORA,SMP,EN OPERACION,-110.9548422,29.0824323
31492,SRSMP000396,SONORA,SMP,EN OPERACION,-110.9492715,29.08135738
31493,SRSMP000401,SONORA,SMP,EN OPERACION,-110.950287,29.081373
31494,SRSMP000413,SONORA,SMP,EN OPERACION,-110.9614715,29.06540401
31495,SRSMP000425,SONORA,SMP,EN OPERACION,-110.9734662,30.6271355
31496,SRSMP000430,SONORA,SMP,EN OPERACION,-109.4467316,27.06426205
31497,SRSMP000442,SONORA,SMP,EN OPERACION,-110.946,31.3186
31498,SRSMP000454,SONORA,SMP,EN OPERACION,-110.9472661,31.30175311
31499,SRSMP000466,SONORA,SMP,EN OPERACION,-110.9589857,29.0898528
31500,SRSMP000471,SONORA,SMP,EN OPERACION,-110.9007499,27.9186399
31650,SRSSA000055,SONORA,SSA,EN OPERACION,-108.9433299,27.02618683
31702,SRSSA000562,SONORA,SSA,EN OPERACION,-109.9548751,27.4833703
31718,SRSSA000726,SONORA,SSA,EN OPERACION,-110.3061479,30.98388691
31747,SRSSA001011,SONORA,SSA,EN OPERACION,-110.8996277,27.9189894
31756,SRSSA001105,SONORA,SSA,EN OPERACION,-110.9718024,29.11638114
31757,SRSSA001110,SONORA,SSA,EN OPERACION,-110.9622,29.0864
31758,SRSSA001122,SONORA,SSA,EN OPERACION,-111.0045003,29.08140429
31759,SRSSA001134,SONORA,SSA,EN OPERACION,-110.955854,29.07174161
31804,SRSSA001583,SONORA,SSA,EN OPERACION,-110.9720188,30.62915441
31807,SRSSA001612,SONORA,SSA,EN OPERACION,-109.6815354,29.80257633
31813,SRSSA001670,SONORA,SSA,EN OPERACION,-109.4399338,27.06008122
31831,SRSSA001851,SONORA,SSA,EN OPERACION,-110.943897,31.3095519
31854,SRSSA002085,SONORA,SSA,EN OPERACION,-114.7779322,32.47004997
31875,SRSSA002295,SONORA,SSA,EN OPERACION,-110.3909124,29.42517571
32272,SRSSA006261,SONORA,SSA,EN OPERACION,-112.179469,30.70451
32304,SRSSA017666,SONORA,SSA,EN OPERACION,-113.516,31.3416
32305,SRSSA017671,SONORA,SSA,EN OPERACION,-109.5827257,31.31912604
32369,SRSSA018313,SONORA,SSA,EN OPERACION,-109.6410047,26.84247123
32391,TCIMS000022,TABASCO,IMSS,EN OPERACION,-93.3827,17.9986
32401,TCIMS000121,TABASCO,IMSS,EN OPERACION,-92.91580883,18.01392394
32423,TCIMS000343,TABASCO,IMSS,EN OPERACION,-91.42774696,17.46472458
32434,TCIST000063,TABASCO,ISSSTE,EN OPERACION,-92.94438595,17.98335588
32455,TCPMX000014,TABASCO,PEMEX,EN OPERACION,-92.924941,17.9958426
32456,TCPMX000026,TABASCO,PEMEX,EN OPERACION,-93.2145,18.2476
32457,TCPMX000031,TABASCO,PEMEX,EN OPERACION,-92.4835431,17.8860734
32467,TCSDN000011,TABASCO,SEDENA,EN OPERACION,-92.94301,17.9875925
32474,TCSMA000012,TABASCO,SEMAR,EN OPERACION,-92.6423003,18.5281284
32475,TCSME000011,TABASCO,SME,EN OPERACION,-93.079198,18.256959
32493,TCSMP000010,TABASCO,SMP,EN OPERACION,-92.93078747,17.99274066
32494,TCSMP000022,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32495,TCSMP000034,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32496,TCSMP000046,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32497,TCSMP000051,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32498,TCSMP000063,TABASCO,SMP,EN OPERACION,-92.95205078,17.99719313
32499,TCSMP000075,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32500,TCSMP000080,TABASCO,SMP,EN OPERACION,-92.92581243,18.00322641
32501,TCSMP000092,TABASCO,SMP,EN OPERACION,-92.93359942,17.97802465
32502,TCSMP000104,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32503,TCSMP000116,TABASCO,SMP,EN OPERACION,-92.9281,17.9892
32504,TCSMP000121,TABASCO,SMP,EN OPERACION,-92.8261,17.9869
32506,TCSMP000145,TABASCO,SMP,EN OPERACION,-93.1756,18.0672
32507,TCSMP000150,TABASCO,SMP,EN OPERACION,-93.1756,18.0672
32508,TCSMP000162,TABASCO,SMP,EN OPERACION,-93.1756,18.0672
32509,TCSMP000174,TABASCO,SMP,EN OPERACION,-93.1756,18.0672
32510,TCSMP000186,TABASCO,SMP,EN OPERACION,-93.3764,18.0011
